partition,matrix_healthy,should_retrain,reason,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10
p3,True,False,Matriz de ejecucion saludable,16118,28367,24177,39650,43518,43840,50287,48354,16762,11283
