partition,matrix_healthy,should_retrain,reason,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10
p7,True,False,Matriz de ejecucion saludable,12234,21530,18350,30094,33030,33274,38168,36700,12722,8564
