partition,matrix_healthy,should_retrain,reason,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10
p14,True,False,Matriz de ejecucion saludable,24388,42922,36582,59994,65846,66335,76089,73163,25363,17072
