partition,matrix_healthy,should_retrain,reason,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10
p11,True,False,Matriz de ejecucion saludable,15936,28047,23903,39202,43026,43345,49720,47806,16574,11155
