partition,matrix_healthy,should_retrain,reason,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10
p1,True,False,Matriz de ejecucion saludable,16425,28907,24636,40404,44346,44674,51244,49273,17081,11498
