partition,matrix_healthy,should_retrain,reason,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10
p4,True,False,Matriz de ejecucion saludable,15241,26824,22860,37492,41150,41454,47551,45722,15850,10669
