partition,matrix_healthy,should_retrain,reason,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10
p12,True,False,Matriz de ejecucion saludable,12080,21261,18120,29717,32616,32857,37690,36239,12564,8456
